All,All,,,,1.00,999999.00,0.0000,999999.0000,0,999999,All,100.00,1.00,0.00,0.00
All,All,,,,1.00,999999.00,0.0000,999999.0000,0,999999,Empty,8.00,2.00,0.00,0.00
All,All,,,,1.00,999999.00,0.0000,999999.0000,0,999999,Full,30.00,3.00,0.00,0.00
